TurbineModel,Blades,RotationSpeed,RotationSpeedSD,RotorRadius,RotorRadiusSD,HubHeightAdd,HubHeightAddSD,BladeWidth,BladeWidthSD,Pitch,PitchSD,JanOp,JanOpMean,JanOpSD,FebOp,FebOpMean,FebOpSD,MarOp,MarOpMean,MarOpSD,AprOp,AprOpMean,AprOpSD,MayOp,MayOpMean,MayOpSD,JunOp,JunOpMean,JunOpSD,JulOp,JulOpMean,JulOpSD,AugOp,AugOpMean,AugOpSD,SepOp,SepOpMean,SepOpSD,OctOp,OctOpMean,OctOpSD,NovOp,NovOpMean,NovOpSD,DecOp,DecOpMean,DecOpSD
8,3,7.74,,80,0.0000001,28.5,0.0000001,5.5,0.0000001,0,0.0000001,96.28,6.3,0.0000001,96.53,6.3,0.0000001,95.83,6.3,0.0000001,92.78,6.3,0.0000001,90.86,6.3,0.0000001,92.22,6.3,0.0000001,89.11,6.3,0.0000001,89.92,6.3,0.0000001,93.71,6.3,0.0000001,96.14,6.3,0.0000001,97.14,6.3,0.0000001,96.41,6.3,0.0000001
