"","TurbineModel","Blades","RotationSpeed","RotationSpeedSD","RotorRadius","RotorRadiusSD","HubHeightAdd","HubHeightAddSD","BladeWidth","BladeWidthSD","Pitch","PitchSD","JanOp","JanOpMean","JanOpSD","FebOp","FebOpMean","FebOpSD","MarOp","MarOpMean","MarOpSD","AprOp","AprOpMean","AprOpSD","MayOp","MayOpMean","MayOpSD","JunOp","JunOpMean","JunOpSD","JulOp","JulOpMean","JulOpSD","AugOp","AugOpMean","AugOpSD","SepOp","SepOpMean","SepOpSD","OctOp","OctOpMean","OctOpSD","NovOp","NovOpMean","NovOpSD","DecOp","DecOpMean","DecOpSD"
"1",4,3,9.9,1e-07,57.5,1e-07,22.5,1e-07,4.21,1e-07,15,1e-07,84.6,0,NA,84.6,0,NA,84.6,0,NA,77.3,0,NA,65.5,0,NA,63.8,0,NA,64.6,0,NA,71.8,0,NA,73.6,0,NA,79,0,NA,81.8,0,NA,84.6,0,NA
