"","TurbineModel","Blades","RotationSpeed","RotationSpeedSD","RotorRadius","RotorRadiusSD","HubHeightAdd","HubHeightAddSD","BladeWidth","BladeWidthSD","Pitch","PitchSD","JanOp","JanOpMean","JanOpSD","FebOp","FebOpMean","FebOpSD","MarOp","MarOpMean","MarOpSD","AprOp","AprOpMean","AprOpSD","MayOp","MayOpMean","MayOpSD","JunOp","JunOpMean","JunOpSD","JulOp","JulOpMean","JulOpSD","AugOp","AugOpMean","AugOpSD","SepOp","SepOpMean","SepOpSD","OctOp","OctOpMean","OctOpSD","NovOp","NovOpMean","NovOpSD","DecOp","DecOpMean","DecOpSD"
"1",8,3,7.74,NA,80,1e-07,28.5,1e-07,5.5,1e-07,0,1e-07,96.28,6.3,1e-07,96.53,6.3,1e-07,95.83,6.3,1e-07,92.78,6.3,1e-07,90.86,6.3,1e-07,92.22,6.3,1e-07,89.11,6.3,1e-07,89.92,6.3,1e-07,93.71,6.3,1e-07,96.14,6.3,1e-07,97.14,6.3,1e-07,96.41,6.3,1e-07
