"","Species","Turbine","Option","Mean","SD","CV","Median","IQR"
"1","Black_legged_Kittiwake","8","1","289.543181176536","7.16095241853029e-05","2.47318979829963e-05","289.543185400782","8.63051640749291e-05"
"2","Black_legged_Kittiwake","8","2","4296.63425559087","186.609255357765","4.34314964358311","4237.62362621631","0.000663370677102648"
"3","Black_legged_Kittiwake","8","3","1091.94581027097","3.92144668227705","0.359124660344082","1093.18587839194","0.000321762760904676"
