0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317,0.23317
0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457,0.15457
0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506,0.10506
0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335,0.07335
0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355,0.05355
0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936,0.03936
0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885,0.02885
0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168,0.02168
0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673,0.01673
0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316,0.01316
