TurbineModel,Blades,RotationSpeed,RotationSpeedSD,RotorRadius,RotorRadiusSD,HubHeightAdd,HubHeightAddSD,BladeWidth,BladeWidthSD,Pitch,PitchSD,JanOp,JanOpMean,JanOpSD,FebOp,FebOpMean,FebOpSD,MarOp,MarOpMean,MarOpSD,AprOp,AprOpMean,AprOpSD,MayOp,MayOpMean,MayOpSD,JunOp,JunOpMean,JunOpSD,JulOp,JulOpMean,JulOpSD,AugOp,AugOpMean,AugOpSD,SepOp,SepOpMean,SepOpSD,OctOp,OctOpMean,OctOpSD,NovOp,NovOpMean,NovOpSD,DecOp,DecOpMean,DecOpSD
4,3,9.9,0.0000001,57.5,0.0000001,22.5,0.0000001,4.21,0.0000001,15,0.0000001,84.6,0,,84.6,0,,84.6,0,,77.3,0,,65.5,0,,63.8,0,,64.6,0,,71.8,0,,73.6,0,,79,0,,81.8,0,,84.6,0,
